time_step,hopper_level,belt_speed,flow_rate,olives_weight,label_jam_imminent,vibrator_intensity
3352,20.0,0.508,1.88,309.0,0,0.0
3353,20.0,0.518,1.22,310.2,0,0.0
3354,20.0,0.518,1.41,311.6,0,0.0
3355,20.0,0.503,1.1,286.8,0,0.0
3356,20.0,0.486,1.12,299.7,0,0.0
3357,20.0,0.497,1.97,300.0,0,0.0
3358,20.0,0.482,1.14,296.5,0,0.0
3359,20.0,0.482,1.95,307.8,0,0.0
3360,20.0,0.509,1.09,300.3,0,0.0
3361,20.0,0.486,1.77,303.7,0,0.0
3362,20.0,0.507,1.36,308.4,0,0.0
3363,20.0,0.484,1.28,314.6,0,0.0
3364,20.0,0.5,1.95,310.5,0,0.0
3365,20.0,0.493,1.42,299.2,0,0.0
3366,20.0,0.508,1.45,287.2,0,0.0
3367,20.0,0.513,1.55,289.0,0,0.0
3368,20.0,0.497,1.73,301.8,0,0.0
3369,20.0,0.513,1.23,295.8,0,0.0
3370,20.0,0.494,1.54,289.1,0,0.0
3371,20.0,0.493,1.24,302.1,0,0.0
3372,20.0,0.486,1.16,305.4,0,0.0
3373,20.0,0.485,1.4,311.5,0,0.0
3374,20.0,0.508,1.98,307.2,0,0.0
3375,20.0,0.515,1.91,285.9,0,0.0
3376,20.0,0.492,1.34,314.9,0,0.0
3377,20.0,0.486,1.16,299.3,0,0.0
3378,20.0,0.517,1.37,304.6,0,0.0
3379,20.0,0.489,1.19,294.5,0,0.0
3380,20.0,0.501,1.8,290.1,0,0.0
3381,20.0,0.503,1.56,314.8,0,0.0
3382,20.0,0.511,1.43,305.8,0,0.0
3383,20.0,0.507,1.13,294.2,0,0.0
3384,20.0,0.504,1.61,286.5,0,0.0
3385,20.0,0.485,1.57,287.7,0,0.0
3386,20.0,0.5,1.72,287.9,0,0.0
3387,20.0,0.49,1.78,294.8,0,0.0
3388,20.0,0.498,1.7,301.4,0,0.0
3389,20.0,0.502,1.53,302.5,0,0.0
3390,20.0,0.488,1.77,310.0,0,0.0
3391,20.0,0.505,1.89,290.4,0,0.0
3392,20.0,0.499,1.43,309.1,0,0.0
3393,20.0,0.52,1.32,304.8,0,0.0
3394,20.0,0.504,1.12,297.1,0,0.0
3395,20.0,0.506,1.25,310.7,0,0.0
3396,20.0,0.512,1.38,292.2,0,0.0
3397,20.0,0.514,1.4,294.8,0,0.0
3398,20.0,0.509,1.11,312.0,0,0.0
3399,20.0,0.508,1.21,300.4,0,0.0
3400,20.0,0.493,1.81,298.4,0,0.0
3401,20.0,0.51,1.44,314.9,0,0.0
3402,20.0,0.518,1.81,297.4,0,0.0
3403,20.0,0.485,1.74,297.4,0,0.0
3404,20.0,0.489,1.09,301.4,0,0.0
3405,20.0,0.484,1.71,300.2,0,0.0
3406,20.0,0.513,1.63,305.6,0,0.0
3407,20.0,0.492,1.97,307.3,0,0.0
3408,20.0,0.486,1.55,294.8,0,0.0
3409,20.0,0.514,1.87,285.1,0,0.0
3410,20.0,0.485,1.97,307.4,0,0.0
3411,20.0,0.488,1.43,288.1,0,0.0
3412,20.0,0.507,1.81,288.1,0,0.0
3413,20.0,0.481,1.19,313.4,0,0.0
3414,20.0,0.509,1.77,311.0,0,0.0
3415,20.0,0.491,1.34,306.7,0,0.0
3416,20.0,0.497,1.41,296.6,0,0.0
3417,20.0,0.488,1.67,295.9,0,0.0
3418,20.0,0.497,1.36,305.2,0,0.0
3419,20.0,0.493,1.24,295.1,0,0.0
3420,20.0,0.51,2.01,304.0,0,0.0
3421,20.0,0.495,1.15,291.2,0,0.0
3422,20.0,0.485,1.09,311.0,0,0.0
3423,20.0,0.515,1.58,303.8,0,0.0
3424,20.0,0.494,1.1,287.6,0,0.0
3425,20.0,0.481,1.65,298.0,0,0.0
3426,20.0,0.481,1.12,300.2,0,0.0
3427,20.0,0.515,1.29,299.5,0,0.0
3428,20.0,0.499,1.34,309.3,0,0.0
3429,20.0,0.494,1.23,299.5,0,0.0
3430,20.0,0.51,1.91,295.9,0,0.0
3431,20.0,0.481,1.84,302.4,0,0.0
3432,20.0,0.489,1.1,294.2,0,0.0
3433,20.0,0.485,1.58,300.5,0,0.0
3434,20.0,0.485,1.35,291.2,0,0.0
3435,20.0,0.486,1.8,295.0,0,0.0
3436,20.0,0.491,1.75,300.8,0,0.0
3437,20.0,0.503,1.66,299.8,0,0.0
3438,20.0,0.506,1.31,312.3,0,0.0
3439,20.0,0.503,1.98,303.7,0,0.0
3440,20.0,0.5,1.71,314.0,0,0.0
3441,20.0,0.492,1.65,290.0,0,0.0
3442,20.0,0.506,1.67,304.8,0,0.0
3443,20.0,0.519,1.86,307.3,0,0.0
3444,20.0,0.496,1.18,288.3,0,0.0
3445,20.0,0.489,1.11,312.6,0,0.0
3446,20.0,0.482,1.49,299.6,0,0.0
3447,20.0,0.502,1.16,305.5,0,0.0
3448,20.0,0.501,1.36,285.1,0,0.0
3449,20.0,0.481,1.92,309.1,0,0.0
3450,20.0,0.49,1.72,288.4,0,0.0
3451,20.0,0.507,2.0,297.6,0,0.0
3452,20.0,0.509,1.1,288.2,0,0.0
3453,20.0,0.505,1.74,295.0,0,0.0
3454,20.0,0.485,1.78,313.7,0,0.0
3455,20.0,0.497,2.03,308.0,0,0.0
3456,20.0,0.504,1.69,302.4,0,0.0
3457,20.0,0.495,1.13,303.6,0,0.0
3458,20.0,0.509,1.71,292.5,0,0.0
3459,20.0,0.498,0.98,292.1,0,0.0
3460,20.0,0.488,1.18,285.9,0,0.0
3461,20.0,0.506,1.55,302.9,0,0.0
3462,20.0,0.506,1.87,306.3,0,0.0
3463,20.0,0.515,1.98,304.9,0,0.0
3464,20.0,0.488,1.17,298.2,0,0.0
3465,20.0,0.481,1.65,288.7,0,0.0
3466,20.0,0.491,1.49,286.7,0,0.0
3467,20.0,0.488,1.12,287.0,0,0.0
3468,20.0,0.511,1.27,310.2,0,0.0
3469,20.0,0.51,1.3,302.5,0,0.0
3470,20.0,0.519,1.09,287.4,0,0.0
3471,20.0,0.499,1.74,293.6,0,0.0
3472,20.0,0.485,1.12,293.3,0,0.0
3473,20.0,0.519,1.87,307.1,0,0.0
3474,20.0,0.492,1.27,301.6,0,0.0
3475,20.0,0.508,1.67,304.5,0,0.0
3476,20.0,0.5,1.11,300.8,0,0.0
3477,20.0,0.496,1.93,311.6,0,0.0
3478,20.0,0.489,1.79,314.0,0,0.0
3479,20.0,0.487,0.99,303.1,0,0.0
3480,20.0,0.512,1.09,288.7,0,0.0
3481,20.0,0.514,2.08,313.9,0,0.0
3482,20.0,0.485,1.19,300.3,0,0.0
3483,20.0,0.494,1.87,286.6,0,0.0
3484,20.0,0.491,1.5,289.6,0,0.0
3485,20.0,0.513,1.91,285.1,0,0.0
3486,20.0,0.492,1.01,295.3,0,0.0
3487,20.0,0.483,1.2,312.7,0,0.0
3488,20.0,0.52,1.55,300.1,0,0.0
3489,20.0,0.486,1.76,311.5,0,0.0
3490,20.0,0.492,1.95,299.3,0,0.0
3491,20.0,0.489,1.12,296.9,0,0.0
3492,20.0,0.491,1.83,288.8,0,0.0
3493,20.0,0.492,1.85,311.9,0,0.0
3494,20.0,0.488,1.95,299.8,0,0.0
3495,20.0,0.499,1.74,298.0,0,0.0
3496,20.0,0.515,1.57,298.7,0,0.0
3497,20.0,0.518,1.79,295.8,0,0.0
3498,20.0,0.509,1.81,291.3,0,0.0
3499,20.0,0.495,1.98,307.5,0,0.0
3500,20.0,0.48,1.82,289.3,0,0.0
3501,20.0,0.52,1.86,304.1,0,0.0
3502,20.0,0.492,1.11,298.5,0,0.0
3503,20.0,0.494,1.1,291.3,0,0.0
3504,20.0,0.487,0.98,301.7,0,0.0
3505,20.0,0.489,1.33,289.8,0,0.0
3506,20.0,0.498,1.95,295.1,0,0.0
3507,20.0,0.492,1.7,306.8,0,0.0
3508,20.0,0.503,1.96,302.5,0,0.0
3509,20.0,0.506,1.83,308.7,0,0.0
3510,20.0,0.484,1.41,285.1,0,0.0
3511,20.0,0.502,1.91,307.8,0,0.0
3512,20.0,0.509,1.38,298.0,0,0.0
3513,20.0,0.505,1.46,293.4,0,0.0
3514,20.0,0.509,1.06,292.5,0,0.0
3515,20.0,0.497,1.53,287.9,0,0.0
3516,20.0,0.497,1.92,301.2,0,0.0
3517,20.0,0.52,1.44,299.4,0,0.0
3518,20.0,0.506,1.89,315.0,0,0.0
3519,20.0,0.481,1.85,292.3,0,0.0
3520,20.0,0.484,1.16,310.5,0,0.0
3521,20.0,0.487,1.58,288.5,0,0.0
3522,20.0,0.494,1.93,294.0,0,0.0
3523,20.0,0.49,1.95,314.4,0,0.0
3524,20.0,0.488,1.72,304.1,0,0.0
3525,20.0,0.516,1.9,314.2,0,0.0
3526,20.0,0.51,1.77,298.1,0,0.0
3527,20.0,0.497,0.98,291.2,0,0.0
3528,20.0,0.493,1.09,311.2,0,0.0
3529,20.0,0.489,1.07,300.7,0,0.0
3530,20.0,0.505,1.45,291.3,0,0.0
3531,20.0,0.502,1.78,288.4,0,0.0
3532,20.0,0.481,1.34,305.6,0,0.0
3533,20.0,0.519,1.83,310.2,0,0.0
3534,20.0,0.497,1.6,290.2,0,0.0
3535,20.0,0.516,1.86,298.8,0,0.0
3536,20.0,0.505,1.31,293.7,0,0.0
3537,20.0,0.507,1.12,285.1,0,0.0
3538,20.0,0.486,1.46,305.7,0,0.0
3539,20.0,0.507,1.23,291.5,0,0.0
3540,20.0,0.483,1.59,295.9,0,0.0
3541,20.0,0.5,1.13,299.9,0,0.0
3542,20.0,0.483,1.59,298.4,0,0.0
3543,20.0,0.489,1.02,290.5,0,0.0
3544,20.0,0.492,1.18,287.0,0,0.0
3545,20.0,0.504,0.94,285.4,0,0.0
3546,20.0,0.499,1.22,307.5,0,0.0
3547,20.0,0.487,1.44,312.8,0,0.0
3548,20.0,0.507,1.86,311.7,0,0.0
3549,20.0,0.48,1.84,289.1,0,0.0
3550,20.0,0.511,1.17,292.6,0,0.0
3551,20.0,0.513,1.8,311.5,0,0.0
3552,20.0,0.507,1.1,309.1,0,0.0
3553,20.0,0.507,1.68,314.3,0,0.0
3554,20.0,0.515,1.56,305.1,0,0.0
3555,20.0,0.507,1.29,294.2,0,0.0
3556,20.0,0.518,1.45,309.0,0,0.0
3557,20.0,0.497,1.46,296.3,0,0.0
3558,20.0,0.515,1.97,301.3,0,0.0
3559,20.0,0.497,1.64,314.4,0,0.0
3560,20.0,0.517,1.26,299.8,0,0.0
3561,20.0,0.511,1.67,311.1,0,0.0
3562,20.0,0.491,1.39,286.0,0,0.0
3563,20.0,0.498,1.37,305.6,0,0.0
3564,20.0,0.498,1.7,306.3,0,0.0
3565,20.0,0.511,2.01,304.3,0,0.0
3566,20.0,0.488,1.1,285.7,0,0.0
3567,20.0,0.483,1.1,311.7,0,0.0
3568,20.0,0.5,1.96,302.9,0,0.0
3569,20.0,0.498,1.8,285.8,0,0.0
3570,20.0,0.493,1.32,294.0,0,0.0
3571,20.0,0.509,1.61,313.9,0,0.0
3572,20.0,0.485,1.83,302.8,0,0.0
3573,20.0,0.505,1.25,309.6,0,0.0
3574,20.0,0.491,1.85,291.6,0,0.0
3575,20.0,0.507,1.43,295.9,0,0.0
3576,20.0,0.483,1.64,313.0,0,0.0
3577,20.0,0.515,1.5,295.5,0,0.0
3578,20.0,0.485,1.19,311.1,0,0.0
3579,20.0,0.52,2.03,309.1,0,0.0
3580,20.0,0.508,1.69,289.4,0,0.0
3581,20.0,0.491,1.27,296.7,0,0.0
3582,20.0,0.497,1.75,287.6,0,0.0
3583,20.0,0.491,1.12,300.1,0,0.0
3584,20.0,0.513,1.1,285.0,0,0.0
3585,20.0,0.519,2.0,302.6,0,0.0
3586,20.0,0.491,1.65,306.4,0,0.0
3587,20.0,0.514,1.6,308.8,0,0.0
3588,20.0,0.498,1.61,304.3,0,0.0
3589,20.0,0.491,1.9,300.8,0,0.0
3590,20.0,0.5,1.63,290.3,0,0.0
3591,20.0,0.52,1.16,296.2,0,0.0
3592,20.0,0.49,1.68,286.4,0,0.0
3593,20.0,0.512,1.52,303.3,0,0.0
3594,20.0,0.489,1.49,307.8,0,0.0
3595,20.0,0.515,1.31,294.1,0,0.0
3596,20.0,0.483,1.74,313.3,0,0.0
3597,20.0,0.49,1.66,314.2,0,0.0
3598,20.0,0.488,1.87,314.8,0,0.0
3599,20.0,0.509,1.52,302.0,0,0.0
3600,20.0,0.485,1.88,286.0,0,0.0
3601,20.0,0.484,1.77,297.6,0,0.0
3602,20.0,0.503,1.59,304.1,0,0.0
3603,20.0,0.505,1.28,307.9,0,0.0
3604,20.0,0.502,1.42,305.6,0,0.0
3605,20.0,0.504,1.88,302.9,0,0.0
3606,20.0,0.485,1.57,289.4,0,0.0
3607,20.0,0.499,1.89,305.0,0,0.0
3608,20.0,0.497,1.49,286.5,0,0.0
3609,20.0,0.49,1.58,293.5,0,0.0
3610,20.0,0.484,1.01,306.3,0,0.0
3611,20.0,0.486,1.83,288.7,0,0.0
3612,20.0,0.492,1.8,302.0,0,0.0
3613,20.0,0.49,1.58,300.4,0,0.0
3614,20.0,0.516,1.8,288.9,0,0.0
3615,20.0,0.507,1.0,292.3,0,0.0
3616,20.0,0.511,1.36,311.4,0,0.0
3617,20.0,0.483,1.75,285.5,0,0.0
3618,20.0,0.512,1.12,302.6,0,0.0
3619,20.0,0.492,1.82,313.5,0,0.0
3620,20.0,0.499,1.1,310.1,0,0.0
3621,20.0,0.495,1.91,313.2,0,0.0
3622,20.0,0.51,1.38,312.8,0,0.0
3623,20.0,0.507,1.12,298.9,0,0.0
3624,20.0,0.515,1.98,301.3,0,0.0
3625,20.0,0.48,1.85,301.7,0,0.0
3626,20.0,0.494,0.99,286.7,0,0.0
3627,20.0,0.494,1.31,302.0,0,0.0
3628,20.0,0.501,1.43,289.5,0,0.0
3629,20.0,0.49,1.5,301.6,0,0.0
3630,20.0,0.505,1.08,291.7,0,0.0
3631,20.0,0.505,1.87,294.3,0,0.0
3632,20.0,0.483,1.94,306.8,0,0.0
3633,20.0,0.489,1.88,306.2,0,0.0
3634,20.0,0.511,1.2,298.5,0,0.0
3635,20.0,0.503,1.78,301.1,0,0.0
3636,20.0,0.505,1.17,296.3,0,0.0
3637,20.0,0.509,1.72,303.6,0,0.0
3638,20.0,0.5,1.2,302.3,0,0.0
3639,20.0,0.484,0.95,296.0,0,0.0
3640,20.0,0.497,1.39,295.1,0,0.0
3641,20.0,0.516,1.4,289.6,0,0.0
3642,20.0,0.497,1.78,307.2,0,0.0
3643,20.0,0.493,1.15,289.6,0,0.0
3644,20.0,0.496,1.5,287.7,0,0.0
3645,20.0,0.496,1.58,306.7,0,0.0
3646,20.0,0.504,1.14,285.7,0,0.0
3647,20.0,0.503,1.78,307.8,0,0.0
3648,20.0,0.509,1.27,300.3,0,0.0
3649,20.0,0.489,1.2,285.2,0,0.0
3650,20.0,0.508,1.92,308.4,0,0.0
3651,20.0,0.504,1.8,290.0,0,0.0
3652,20.0,0.488,1.58,311.4,0,0.0
3653,20.0,0.494,1.89,310.4,0,0.0
3654,20.0,0.516,1.45,291.4,0,0.0
3655,20.0,0.489,1.13,289.4,0,0.0
3656,20.0,0.499,1.72,294.0,0,0.0
3657,20.0,0.486,1.69,290.7,0,0.0
3658,20.0,0.507,1.56,288.7,0,0.0
3659,20.0,0.517,1.02,287.8,0,0.0
3660,20.0,0.482,1.64,295.3,0,0.0
3661,20.0,0.487,1.44,302.3,0,0.0
3662,20.0,0.504,1.55,290.0,0,0.0
3663,20.0,0.501,1.21,308.2,0,0.0
3664,20.0,0.514,1.35,286.1,0,0.0
3665,20.0,0.51,1.73,304.5,0,0.0
3666,20.0,0.492,1.85,287.2,0,0.0
3667,20.0,0.507,1.37,310.6,0,0.0
3668,20.0,0.518,1.65,290.7,0,0.0
3669,20.0,0.48,1.88,290.2,0,0.0
3670,20.0,0.494,1.77,309.9,0,0.0
3671,20.0,0.508,1.38,296.0,0,0.0
3672,20.0,0.499,1.25,301.6,0,0.0
3673,20.0,0.488,1.38,286.3,0,0.0
3674,20.0,0.519,1.35,307.8,0,0.0
3675,20.0,0.496,1.79,311.8,0,0.0
3676,20.0,0.496,1.88,289.6,0,0.0
3677,20.0,0.489,1.59,313.1,0,0.0
3678,20.0,0.511,1.15,305.3,0,0.0
3679,20.0,0.482,1.18,298.5,0,0.0
3680,20.0,0.519,1.76,308.5,0,0.0
3681,20.0,0.509,1.63,293.0,0,0.0
3682,20.0,0.498,1.71,291.2,0,0.0
3683,20.0,0.488,1.5,295.3,0,0.0
3684,20.0,0.502,1.79,314.3,0,0.0
3685,20.0,0.518,1.42,287.1,0,0.0
3686,20.0,0.508,1.23,299.6,0,0.0
3687,20.0,0.491,1.87,290.1,0,0.0
3688,20.0,0.49,1.91,287.4,0,0.0
3689,20.0,0.494,1.58,290.3,0,0.0
3690,20.0,0.506,1.53,314.2,0,0.0
3691,20.0,0.519,1.05,291.0,0,0.0
3692,20.0,0.496,1.84,313.0,0,0.0
3693,20.0,0.497,1.42,297.9,0,0.0
3694,20.0,0.513,1.23,302.3,0,0.0
3695,20.0,0.493,1.41,313.8,0,0.0
3696,20.0,0.482,1.78,313.6,0,0.0
3697,20.0,0.495,0.98,295.1,0,0.0
3698,20.0,0.499,1.21,298.1,0,0.0
3699,20.0,0.502,1.33,285.6,0,0.0
3700,20.0,0.514,1.81,295.5,0,0.0
3701,20.0,0.516,1.77,288.6,0,0.0
3702,20.0,0.514,1.52,288.2,0,0.0
3703,20.0,0.506,1.95,301.5,0,0.0
3704,20.0,0.509,1.43,310.5,0,0.0
3705,20.0,0.518,1.26,290.7,0,0.0
3706,20.0,0.503,1.4,312.7,0,0.0
3707,20.0,0.496,1.36,304.3,0,0.0
3708,20.0,0.514,1.67,301.7,0,0.0
3709,20.0,0.497,1.22,285.2,0,0.0
3710,20.0,0.496,1.6,297.5,0,0.0
3711,20.0,0.5,1.95,303.7,0,0.0
3712,20.0,0.499,1.28,297.0,0,0.0
3713,20.0,0.486,1.05,306.7,0,0.0
3714,20.0,0.486,1.98,309.9,0,0.0
3715,20.0,0.497,0.98,297.3,0,0.0
3716,20.0,0.51,1.97,299.0,0,0.0
3717,20.0,0.488,1.46,291.6,0,0.0
3718,20.0,0.51,1.65,296.2,0,0.0
3719,20.0,0.494,1.86,287.3,0,0.0
3720,20.0,0.503,1.2,287.9,0,0.0
3721,20.0,0.492,1.51,308.2,0,0.0
3722,20.0,0.498,1.35,302.5,0,0.0
3723,20.0,0.52,1.22,294.6,0,0.0
3724,20.0,0.485,1.46,310.7,0,0.0
3725,20.0,0.502,1.11,311.0,0,0.0
3726,20.0,0.496,1.26,287.4,0,0.0
3727,20.0,0.488,1.8,310.4,0,0.0
3728,20.0,0.486,1.26,296.4,0,0.0
3729,20.0,0.491,1.48,294.2,0,0.0
3730,20.0,0.507,1.34,314.7,0,0.0
3731,20.0,0.514,1.5,298.7,0,0.0
3732,20.0,0.501,1.28,290.1,0,0.0
3733,20.0,0.519,1.69,296.4,0,0.0
3734,20.0,0.495,1.16,312.2,0,0.0
3735,20.0,0.517,1.69,301.5,0,0.0
3736,20.0,0.505,1.1,290.6,0,0.0
3737,20.0,0.498,1.39,293.2,0,0.0
3738,20.0,0.5,1.96,304.2,0,0.0
3739,20.0,0.5,1.71,293.4,0,0.0
3740,20.0,0.496,1.76,311.2,0,0.0
3741,20.0,0.494,2.02,308.4,0,0.0
3742,20.0,0.514,1.78,304.3,0,0.0
3743,20.0,0.497,1.98,311.9,0,0.0
3744,20.0,0.511,1.82,311.2,0,0.0
3745,20.0,0.505,1.53,287.4,0,0.0
3746,20.0,0.501,1.93,311.0,0,0.0
3747,20.0,0.482,1.51,289.6,0,0.0
3748,20.0,0.516,1.8,308.8,0,0.0
3749,20.0,0.495,1.82,286.8,0,0.0
3750,20.0,0.518,1.97,308.6,0,0.0
3751,20.0,0.519,1.14,303.1,0,0.0
3752,20.0,0.489,1.94,301.1,0,0.0
3753,20.0,0.496,1.97,296.8,0,0.0
3754,20.0,0.516,1.88,288.2,0,0.0
3755,20.0,0.511,1.41,295.9,0,0.0
3756,20.0,0.511,1.83,308.9,0,0.0
3757,20.0,0.496,1.55,314.2,0,0.0
3758,20.0,0.484,1.67,315.0,0,0.0
3759,20.0,0.501,1.34,309.5,0,0.0
3760,20.0,0.519,1.13,306.6,0,0.0
3761,20.0,0.519,1.8,300.8,0,0.0
3762,20.0,0.514,1.55,291.0,0,0.0
3763,20.0,0.495,1.3,305.6,0,0.0
3764,20.0,0.493,1.68,309.5,0,0.0
3765,20.0,0.485,1.06,294.4,0,0.0
3766,20.0,0.514,1.76,286.0,0,0.0
3767,20.0,0.492,1.42,298.5,0,0.0
3768,20.0,0.507,1.59,286.2,0,0.0
3769,20.0,0.484,1.74,307.0,0,0.0
3770,20.0,0.506,1.62,297.7,0,0.0
3771,20.0,0.482,1.74,290.4,0,0.0
3772,20.0,0.494,1.74,290.2,0,0.0
3773,20.0,0.515,1.33,305.3,0,0.0
3774,20.0,0.487,1.72,301.7,0,0.0
3775,20.0,0.481,1.9,305.4,0,0.0
3776,20.0,0.52,1.68,295.3,0,0.0
3777,20.0,0.502,1.15,295.1,0,0.0
3778,20.0,0.486,1.22,302.3,0,0.0
3779,20.0,0.481,1.12,285.0,0,0.0
3780,20.0,0.488,1.08,290.3,0,0.0
3781,20.0,0.509,1.0,287.9,0,0.0
3782,20.0,0.489,1.58,285.4,0,0.0
3783,20.0,0.498,1.65,311.8,0,0.0
3784,20.0,0.487,1.4,304.0,0,0.0
3785,20.0,0.488,1.75,310.8,0,0.0
3786,20.0,0.513,1.22,312.6,0,0.0
3787,20.0,0.504,1.73,307.7,0,0.0
3788,20.0,0.52,1.39,294.8,0,0.0
3789,20.0,0.492,1.39,306.8,0,0.0
3790,20.0,0.51,1.68,303.0,0,0.0
3791,20.0,0.514,1.04,287.3,0,0.0
3792,20.0,0.513,1.12,299.0,0,0.0
3793,20.0,0.491,1.25,285.9,0,0.0
3794,20.0,0.486,1.52,292.9,0,0.0
3795,20.0,0.492,1.4,306.7,0,0.0
3796,20.0,0.5,1.63,308.5,0,0.0
3797,20.0,0.494,0.99,291.9,0,0.0
3798,20.0,0.515,1.62,292.3,0,0.0
3799,20.0,0.506,1.09,308.7,0,0.0
3800,20.0,0.484,1.2,294.8,0,0.0
3801,20.0,0.494,1.85,308.7,0,0.0
3802,20.0,0.502,1.67,286.5,0,0.0
3803,20.0,0.495,2.0,303.5,0,0.0
3804,20.0,0.516,1.27,300.2,0,0.0
3805,20.0,0.482,1.19,296.3,0,0.0
3806,20.0,0.499,1.29,311.3,0,0.0
3807,20.0,0.482,1.82,309.3,0,0.0
3808,20.0,0.5,1.0,295.6,0,0.0
3809,20.0,0.499,1.15,310.4,0,0.0
3810,20.0,0.505,1.35,291.1,0,0.0
3811,20.0,0.508,1.76,312.5,0,0.0
3812,20.0,0.502,1.95,288.8,0,0.0
3813,20.0,0.498,1.83,286.7,0,0.0
3814,20.0,0.489,1.89,313.3,0,0.0
3815,20.0,0.514,1.98,314.2,0,0.0
3816,20.0,0.484,1.21,296.5,0,0.0
3817,20.0,0.511,1.28,293.5,0,0.0
3818,20.0,0.498,1.31,296.7,0,0.0
3819,20.0,0.497,1.95,312.2,0,0.0
3820,20.0,0.494,1.69,298.5,0,0.0
3821,20.0,0.506,1.84,292.4,0,0.0
3822,20.0,0.5,1.97,296.6,0,0.0
3823,20.0,0.498,1.94,313.1,0,0.0
3824,20.0,0.489,1.71,287.1,0,0.0
3825,20.0,0.507,1.13,310.8,0,0.0
3826,20.0,0.484,1.63,287.8,0,0.0
3827,20.0,0.491,1.07,308.4,0,0.0
3828,20.0,0.498,1.54,290.1,0,0.0
3829,20.0,0.52,1.54,299.0,0,0.0
3830,20.0,0.509,1.17,302.0,0,0.0
3831,20.0,0.481,1.77,292.4,0,0.0
3832,20.0,0.489,1.84,300.0,0,0.0
3833,20.0,0.52,1.35,293.5,0,0.0
3834,20.0,0.501,1.79,306.6,0,0.0
3835,20.0,0.503,1.49,295.0,0,0.0
3836,20.0,0.501,1.58,314.8,0,0.0
3837,20.0,0.483,1.68,298.0,0,0.0
3838,20.0,0.499,1.78,296.5,0,0.0
3839,20.0,0.506,1.28,291.4,0,0.0
3840,20.0,0.507,1.71,309.7,0,0.0
3841,20.0,0.49,1.39,308.6,0,0.0
3842,20.0,0.511,1.51,287.4,0,0.0
3843,20.0,0.506,1.39,296.8,0,0.0
3844,20.0,0.494,1.33,300.9,0,0.0
3845,20.0,0.515,1.52,295.9,0,0.0
3846,20.0,0.487,1.17,295.4,0,0.0
3847,20.0,0.51,1.33,289.8,0,0.0
3848,20.0,0.485,1.6,295.4,0,0.0
3849,20.0,0.513,1.43,308.7,0,0.0
3850,20.0,0.499,1.38,287.3,0,0.0
3851,20.0,0.494,1.02,296.2,0,0.0
3852,20.0,0.513,1.85,301.1,0,0.0
3853,20.0,0.5,1.08,301.9,0,0.0
3854,20.0,0.498,1.37,292.1,0,0.0
3855,20.0,0.481,1.38,286.3,0,0.0
3856,20.0,0.486,1.36,311.0,0,0.0
3857,20.0,0.495,1.43,311.6,0,0.0
3858,20.0,0.507,1.73,299.2,0,0.0
3859,20.0,0.513,1.45,291.6,0,0.0
3860,20.0,0.494,1.42,285.2,0,0.0
3861,20.0,0.495,1.9,297.6,0,0.0
3862,20.0,0.495,1.94,295.1,0,0.0
3863,20.0,0.495,1.52,304.5,0,0.0
3864,20.0,0.493,1.68,309.4,0,0.0
3865,20.0,0.507,1.0,294.4,0,0.0
3866,20.0,0.499,1.78,300.2,0,0.0
3867,20.0,0.501,1.7,313.8,0,0.0
3868,20.0,0.498,1.12,295.8,0,0.0
3869,20.0,0.508,1.82,303.7,0,0.0
3870,20.0,0.5,1.88,309.3,0,0.0
3871,20.0,0.514,1.92,307.5,0,0.0
3872,20.0,0.515,1.34,289.3,0,0.0
3873,20.0,0.509,1.14,314.3,0,0.0
3874,20.0,0.512,1.28,300.1,0,0.0
3875,20.0,0.497,1.32,314.4,0,0.0
3876,20.0,0.498,1.85,290.3,0,0.0
3877,20.0,0.512,1.32,309.7,0,0.0
3878,20.0,0.509,1.15,310.0,0,0.0
3879,20.0,0.511,1.79,298.8,0,0.0
3880,20.0,0.505,1.9,285.0,0,0.0
3881,20.0,0.514,1.49,285.1,0,0.0
3882,20.0,0.498,1.05,288.4,0,0.0
3883,20.0,0.488,1.13,308.5,0,0.0
3884,20.0,0.509,1.73,291.1,0,0.0
3885,20.0,0.492,1.14,306.4,0,0.0
3886,20.0,0.505,1.4,300.0,0,0.0
3887,20.0,0.509,1.13,294.7,0,0.0
3888,20.0,0.48,1.3,307.1,0,0.0
3889,20.0,0.507,1.91,302.9,0,0.0
3890,20.0,0.503,1.6,285.1,0,0.0
3891,20.0,0.49,1.67,314.5,0,0.0
3892,20.0,0.512,1.25,302.2,0,0.0
3893,20.0,0.488,1.4,296.6,0,0.0
3894,20.0,0.5,1.7,307.2,0,0.0
3895,20.0,0.501,1.57,292.8,0,0.0
3896,20.0,0.487,1.49,288.0,0,0.0
3897,20.0,0.517,1.75,292.2,0,0.0
3898,20.0,0.518,1.34,308.0,0,0.0
3899,20.0,0.514,1.19,291.4,0,0.0
3900,20.0,0.505,1.27,299.3,0,0.0
3901,20.0,0.509,1.93,314.7,0,0.0
3902,20.0,0.513,1.21,285.0,0,0.0
3903,20.0,0.485,1.21,286.8,0,0.0
3904,20.0,0.49,1.91,298.8,0,0.0
3905,20.0,0.516,1.54,311.7,0,0.0
3906,20.0,0.491,1.93,308.4,0,0.0
3907,20.0,0.505,1.65,303.1,0,0.0
3908,20.0,0.517,2.06,304.9,0,0.0
3909,20.0,0.501,1.96,291.9,0,0.0
